RMSE_GenMET_vs_MET_pt,MAE_GenMET_vs_MET_pt,R2_GenMET_vs_MET_pt,RMSE_GenMET_vs_Prediction,MAE_GenMET_vs_Prediction,R2_GenMET_vs_Prediction
20.704018996028058,15.74521541595459,0.8418102264404297,17.420746004618227,12.358715057373047,0.8712250590324402
