RMSE_GenMET_vs_MET_pt,MAE_GenMET_vs_MET_pt,R2_GenMET_vs_MET_pt,RMSE_GenMET_vs_Prediction,MAE_GenMET_vs_Prediction,R2_GenMET_vs_Prediction
22.69663157741557,17.02882957458496,0.764053463935852,19.529479607262164,13.898305892944336,0.8242740631103516
