event,architecture,batch_size,learning_rate,cfg_clipnorm,cfg_l2_reg,cfg_lr_patience,cfg_es_patience_search,cfg_rlrop_factor,cfg_rlrop_min_delta,cfg_rlrop_min_lr,cfg_max_epochs_search,cfg_max_epochs_retrain,cfg_target_transform,cfg_test_size,cfg_random_seed_split,cfg_random_seed_kfold,cfg_n_folds,cv_n_folds,cv_avg_train_mse,cv_avg_train_rmse,cv_avg_val_mse,cv_avg_val_rmse,cv_std_val_rmse,retrain_train_mse,retrain_train_rmse,test_mse,test_rmse
HToAATo2Mu2B,"(64,)",64,0.0005,0.5,0.001,10,60,0.5,0.001,1e-06,2000,3000,log1p,0.2,42,42,3,3,0.6461423635482788,0.8038298100644681,0.9507724119374894,0.9750755929349731,0.030842659372978577,54.63149462854675,7.391312104663606,304.7894945830356,17.458221403769503
