event,architecture,batch_size,learning_rate,cfg_clipnorm,cfg_l2_reg,cfg_lr_patience,cfg_es_patience_search,cfg_rlrop_factor,cfg_rlrop_min_delta,cfg_rlrop_min_lr,cfg_max_epochs_search,cfg_max_epochs_retrain,cfg_target_transform,cfg_test_size,cfg_random_seed_split,cfg_random_seed_kfold,cfg_n_folds,cv_n_folds,cv_avg_train_mse,cv_avg_train_rmse,cv_avg_val_mse,cv_avg_val_rmse,cv_std_val_rmse,retrain_train_mse,retrain_train_rmse,test_mse,test_rmse
augmented_HToAATo2Mu2B,"(16, 8)",64,0.001,0.5,0.01,15,80,0.5,0.0001,1e-06,2000,3000,log1p,0.2,42,42,3,3,0.756675660610199,0.8698710597612723,0.8617601380958793,0.9283103673318958,0.011111151561895764,53.92192255525607,7.343154809430077,90.42788115322077,9.509357557333765
