event,architecture,batch_size,learning_rate,cfg_clipnorm,cfg_l2_reg,cfg_lr_patience,cfg_es_patience_search,cfg_rlrop_factor,cfg_rlrop_min_delta,cfg_rlrop_min_lr,cfg_max_epochs_search,cfg_max_epochs_retrain,cfg_target_transform,cfg_test_size,cfg_random_seed_split,cfg_random_seed_kfold,cfg_n_folds,cv_n_folds,cv_avg_train_mse,cv_avg_train_rmse,cv_avg_val_mse,cv_avg_val_rmse,cv_std_val_rmse,retrain_train_mse,retrain_train_rmse,test_mse,test_rmse
ZZTo2L2Nu,"(512, 256)",512,0.001,,0.0,20,80,0.5,0.0001,1e-06,1500,1000,none,0.2,42,42,3,3,244.35826110839844,15.631962804088245,280.2886459707911,16.74182325706466,0.36050223549767624,4804.946777628124,69.3177234019419,283.4902326862373,16.83716819082821
